N_Size,Run_ID,Fixed_Pct,Success,Duration,Iterations,Energy_Init,Energy_Final,Temp_Init,Temp_Final,Cooling_Rate,Restarts,Accepted,Rejected,Improved,Fixed_Count
4,1,20,True,0.28165555000305176,13,6,0,1.0,0.8316028840793277,0.9859154929577465,0,8,5,3,9
4,2,20,True,0.07886004447937012,84,6,0,1.0,0.3037624372992943,0.9859154929577465,0,22,62,5,7
4,3,20,True,0.08831310272216797,2,2,0,1.0,0.9720293592541163,0.9859154929577465,0,1,1,1,7
4,4,20,True,0.07892727851867676,2,4,0,1.0,0.9720293592541163,0.9859154929577465,0,2,0,1,8
4,5,20,True,0.07384729385375977,7,8,0,1.0,0.9054778668759133,0.9859154929577465,0,5,2,3,7
4,6,20,True,0.0700523853302002,3,2,0,1.0,0.9583388048984245,0.9859154929577465,0,1,2,1,8
4,7,20,True,0.06952619552612305,2,4,0,1.0,0.9720293592541163,0.9859154929577465,0,2,0,2,10
4,8,20,True,0.06133437156677246,7,2,0,1.0,0.9054778668759133,0.9859154929577465,0,3,4,1,8
4,9,20,True,0.06542682647705078,7,4,0,1.0,0.9054778668759133,0.9859154929577465,0,4,3,3,7
4,10,20,True,0.06044912338256836,26,8,0,1.0,0.6915633568090557,0.9859154929577465,0,14,12,5,6
4,11,20,True,0.06968903541564941,16,2,0,1.0,0.796957314078666,0.9859154929577465,0,9,7,3,6
4,12,20,True,0.07170653343200684,18,4,0,1.0,0.7746659073567672,0.9859154929577465,0,7,11,4,7
4,13,20,True,0.08104300498962402,49,4,0,1.0,0.4990509348431328,0.9859154929577465,0,16,33,3,7
4,14,20,True,0.07576727867126465,9,4,0,1.0,0.880151070758178,0.9859154929577465,0,2,7,2,7
4,15,20,True,0.08268356323242188,80,4,0,1.0,0.3214957999347009,0.9859154929577465,0,38,42,2,5
4,16,20,True,0.07241940498352051,46,8,0,1.0,0.5207458283983688,0.9859154929577465,0,10,36,5,6
