N_Size,Run_ID,Fixed_Pct,Success,Duration,Iterations,Energy_Init,Energy_Final,Temp_Init,Temp_Final,Cooling_Rate,Restarts,Accepted,Rejected,Improved,Fixed_Count
4,1,20,True,0.09583163261413574,13,6,0,1.0,0.8801520517530398,0.990228013029316,0,8,5,3,9
4,2,20,True,0.06349396705627441,84,6,0,1.0,0.43828588361671594,0.990228013029316,0,22,62,5,7
4,3,20,True,0.06618022918701172,2,2,0,1.0,0.9805515177879871,0.990228013029316,0,1,1,1,7
4,4,20,True,0.08464789390563965,2,4,0,1.0,0.9805515177879871,0.990228013029316,0,2,0,1,8
4,5,20,True,0.06471776962280273,7,8,0,1.0,0.9335690747722357,0.990228013029316,0,5,2,3,7
4,6,20,True,0.0744638442993164,3,2,0,1.0,0.9709695811320784,0.990228013029316,0,1,2,1,8
4,7,20,True,0.07646322250366211,2,4,0,1.0,0.9805515177879871,0.990228013029316,0,2,0,2,10
4,8,20,True,0.07286691665649414,7,2,0,1.0,0.9335690747722357,0.990228013029316,0,3,4,1,8
4,9,20,True,0.0748593807220459,7,4,0,1.0,0.9335690747722357,0.990228013029316,0,4,3,3,7
4,10,20,True,0.08461809158325195,26,8,0,1.0,0.7746676342050859,0.990228013029316,0,14,12,5,6
4,11,20,True,0.0764017105102539,16,2,0,1.0,0.8546008690231884,0.990228013029316,0,9,7,3,6
4,12,20,True,0.07872343063354492,18,4,0,1.0,0.8379801792236202,0.990228013029316,0,7,11,4,7
4,13,20,True,0.08626031875610352,49,4,0,1.0,0.6180522594592727,0.990228013029316,0,16,33,3,7
4,14,20,True,0.06315898895263672,9,4,0,1.0,0.9154125732278425,0.990228013029316,0,2,7,2,7
4,15,20,True,0.061611175537109375,32,4,0,1.0,0.7303426453351891,0.990228013029316,0,22,10,2,5
4,16,20,True,0.07097673416137695,8,6,0,1.0,0.9244462499373278,0.990228013029316,0,6,2,4,8
4,17,20,True,0.06315135955810547,4,4,0,1.0,0.9614812790363252,0.990228013029316,0,4,0,2,7
4,18,20,True,0.05633115768432617,9,4,0,1.0,0.9154125732278425,0.990228013029316,0,5,4,2,7
4,19,20,True,0.07055878639221191,24,6,0,1.0,0.7900325685616683,0.990228013029316,0,6,18,3,6
4,20,20,True,0.05540347099304199,13,4,0,1.0,0.8801520517530398,0.990228013029316,0,8,5,1,7
4,21,20,True,0.06360745429992676,44,4,0,1.0,0.6491561229499159,0.990228013029316,0,11,33,5,7
4,22,20,True,0.058658599853515625,103,6,0,1.0,0.3636858779300091,0.990228013029316,0,45,58,6,8
4,23,20,True,0.06329894065856934,6,12,0,1.0,0.9427819274838038,0.990228013029316,0,4,2,3,8
4,24,20,True,0.05966663360595703,2,4,0,1.0,0.9805515177879871,0.990228013029316,0,2,0,2,8
4,25,20,True,0.0632927417755127,8,4,0,1.0,0.9244462499373278,0.990228013029316,0,5,3,3,7
4,26,20,True,0.04877305030822754,42,6,0,1.0,0.662031633395804,0.990228013029316,0,19,23,4,7
4,27,20,True,0.05396437644958496,2,2,0,1.0,0.9805515177879871,0.990228013029316,0,1,1,1,8
4,28,20,True,0.04945492744445801,4,2,0,1.0,0.9614812790363252,0.990228013029316,0,1,3,1,10
4,29,20,True,0.05414080619812012,17,8,0,1.0,0.8462497204659586,0.990228013029316,0,5,12,4,5
4,30,20,True,0.06278252601623535,15,6,0,1.0,0.8630344302306541,0.990228013029316,0,7,8,3,8
4,31,20,True,0.072235107421875,1,2,0,1.0,0.990228013029316,0.990228013029316,0,1,0,1,8
4,32,20,True,0.0655660629272461,3,6,0,1.0,0.9709695811320784,0.990228013029316,0,3,0,3,7
4,33,20,True,0.0745387077331543,16,6,0,1.0,0.8546008690231884,0.990228013029316,0,4,12,3,7
4,34,20,True,0.06784701347351074,33,10,0,1.0,0.7232057465208387,0.990228013029316,0,19,14,7,7
4,35,20,True,0.06918787956237793,5,6,0,1.0,0.9520856965050256,0.990228013029316,0,3,2,3,7
4,36,20,True,0.0601041316986084,0,0,0,1.0,1.0,0.990228013029316,0,0,0,0,9
4,37,20,True,0.06819725036621094,55,6,0,1.0,0.5826885004587332,0.990228013029316,0,17,38,7,6
4,38,20,True,0.06932210922241211,53,6,0,1.0,0.5942456769361922,0.990228013029316,0,17,36,5,6
4,39,20,True,0.06179332733154297,32,2,0,1.0,0.7303426453351891,0.990228013029316,0,18,14,1,9
4,40,20,True,0.07250857353210449,45,8,0,1.0,0.6428125777745095,0.990228013029316,0,25,20,7,7
4,41,20,True,0.06783103942871094,19,6,0,1.0,0.8297914478305556,0.990228013029316,0,11,8,7,8
4,42,20,True,0.04566025733947754,73,4,0,1.0,0.48828141404595166,0.990228013029316,0,32,41,8,5
4,43,20,True,0.06309223175048828,1,2,0,1.0,0.990228013029316,0.990228013029316,0,1,0,1,7
4,44,20,True,0.06332731246948242,20,2,0,1.0,0.8216827366139704,0.990228013029316,0,8,12,2,7
4,45,20,True,0.06914377212524414,18,6,0,1.0,0.8379801792236202,0.990228013029316,0,11,7,4,8
4,46,20,True,0.07266950607299805,42,6,0,1.0,0.662031633395804,0.990228013029316,0,23,19,6,8
4,47,20,True,0.07084321975708008,21,4,0,1.0,0.8136532636177427,0.990228013029316,0,4,17,2,8
4,48,20,True,0.07392740249633789,1,4,0,1.0,0.990228013029316,0.990228013029316,0,1,0,1,10
4,49,20,True,0.0826106071472168,7,4,0,1.0,0.9335690747722357,0.990228013029316,0,4,3,3,8
4,50,20,True,0.06543684005737305,75,6,0,1.0,0.4787850816504225,0.990228013029316,0,23,52,7,7
4,1,40,True,0.06425189971923828,9,2,0,1.0,0.9154125732278425,0.990228013029316,0,1,8,1,9
4,2,40,True,0.06844377517700195,3,8,0,1.0,0.9709695811320784,0.990228013029316,0,3,0,3,9
4,3,40,True,0.0649726390838623,82,6,0,1.0,0.4469789456911342,0.990228013029316,0,28,54,5,8
4,4,40,True,0.06311249732971191,20,4,0,1.0,0.8216827366139704,0.990228013029316,0,6,14,4,8
4,5,40,True,0.06525754928588867,0,0,0,1.0,1.0,0.990228013029316,0,0,0,0,10
4,6,40,True,0.06135272979736328,12,8,0,1.0,0.8888377627900764,0.990228013029316,0,5,7,4,9
4,7,40,True,0.06777238845825195,1,2,0,1.0,0.990228013029316,0.990228013029316,0,1,0,1,9
4,8,40,True,0.0756075382232666,14,6,0,1.0,0.8715512173710882,0.990228013029316,0,9,5,6,9
4,9,40,True,0.06772637367248535,35,8,0,1.0,0.7091404924240027,0.990228013029316,0,14,21,6,8
4,10,40,True,0.0628502368927002,1,2,0,1.0,0.990228013029316,0.990228013029316,0,1,0,1,9
4,11,40,True,0.08136844635009766,3,4,0,1.0,0.9709695811320784,0.990228013029316,0,3,0,2,10
4,12,40,True,0.07178902626037598,1,2,0,1.0,0.990228013029316,0.990228013029316,0,1,0,1,11
4,13,40,True,0.07644343376159668,0,0,0,1.0,1.0,0.990228013029316,0,0,0,0,9
4,14,40,True,0.07461142539978027,30,2,0,1.0,0.7448284277635501,0.990228013029316,0,23,7,4,10
4,15,40,True,0.06355619430541992,20,4,0,1.0,0.8216827366139704,0.990228013029316,0,4,16,2,8
4,16,40,True,0.06973075866699219,2,4,0,1.0,0.9805515177879871,0.990228013029316,0,2,0,2,10
4,17,40,True,0.07237005233764648,10,4,0,1.0,0.9064671734894597,0.990228013029316,0,10,0,2,9
4,18,40,True,0.07616353034973145,3,2,0,1.0,0.9709695811320784,0.990228013029316,0,1,2,1,10
4,19,40,True,0.07880401611328125,9,6,0,1.0,0.9154125732278425,0.990228013029316,0,7,2,5,10
4,20,40,True,0.07831931114196777,5,4,0,1.0,0.9520856965050256,0.990228013029316,0,2,3,2,10
4,21,40,True,0.07805967330932617,12,4,0,1.0,0.8888377627900764,0.990228013029316,0,8,4,2,8
4,22,40,True,0.06752371788024902,2,4,0,1.0,0.9805515177879871,0.990228013029316,0,1,1,1,9
4,23,40,True,0.07061886787414551,49,6,0,1.0,0.6180522594592727,0.990228013029316,0,10,39,4,8
4,24,40,True,0.07625126838684082,1,4,0,1.0,0.990228013029316,0.990228013029316,0,1,0,1,10
4,25,40,True,0.06353497505187988,7,6,0,1.0,0.9335690747722357,0.990228013029316,0,3,4,2,7
4,26,40,True,0.06293940544128418,17,6,0,1.0,0.8462497204659586,0.990228013029316,0,9,8,2,8
4,27,40,True,0.07040905952453613,11,2,0,1.0,0.897609188080768,0.990228013029316,0,1,10,1,9
4,28,40,True,0.06235861778259277,7,6,0,1.0,0.9335690747722357,0.990228013029316,0,3,4,3,9
4,29,40,True,0.06727123260498047,10,6,0,1.0,0.9064671734894597,0.990228013029316,0,5,5,4,9
4,30,40,True,0.06372690200805664,2,4,0,1.0,0.9805515177879871,0.990228013029316,0,2,0,2,9
4,31,40,True,0.0793149471282959,12,4,0,1.0,0.8888377627900764,0.990228013029316,0,4,8,3,8
4,32,40,True,0.06490921974182129,1,2,0,1.0,0.990228013029316,0.990228013029316,0,1,0,1,9
4,33,40,True,0.06392335891723633,47,4,0,1.0,0.6303108487900038,0.990228013029316,0,15,32,5,8
4,34,40,True,0.06268477439880371,3,4,0,1.0,0.9709695811320784,0.990228013029316,0,2,1,2,10
4,35,40,True,0.05952787399291992,10,8,0,1.0,0.9064671734894597,0.990228013029316,0,7,3,3,8
4,36,40,True,0.06730341911315918,19,6,0,1.0,0.8297914478305556,0.990228013029316,0,4,15,3,8
4,37,40,True,0.061545610427856445,10,6,0,1.0,0.9064671734894597,0.990228013029316,0,5,5,4,8
4,38,40,True,0.07225465774536133,2,6,0,1.0,0.9805515177879871,0.990228013029316,0,2,0,2,9
4,39,40,True,0.06937003135681152,6,6,0,1.0,0.9427819274838038,0.990228013029316,0,5,1,4,8
4,40,40,True,0.06348729133605957,25,4,0,1.0,0.7823123805952676,0.990228013029316,0,2,23,2,8
4,41,40,True,0.07754135131835938,2,6,0,1.0,0.9805515177879871,0.990228013029316,0,2,0,2,9
4,42,40,True,0.07619810104370117,28,4,0,1.0,0.7596015245010261,0.990228013029316,0,9,19,3,8
4,43,40,True,0.06465005874633789,0,0,0,1.0,1.0,0.990228013029316,0,0,0,0,9
4,44,40,True,0.0794527530670166,6,2,0,1.0,0.9427819274838038,0.990228013029316,0,1,5,1,9
4,45,40,True,0.08996891975402832,11,8,0,1.0,0.897609188080768,0.990228013029316,0,6,5,5,8
4,46,40,True,0.07158923149108887,40,2,0,1.0,0.6751625196494235,0.990228013029316,0,20,20,2,8
4,47,40,True,0.08337736129760742,2,4,0,1.0,0.9805515177879871,0.990228013029316,0,2,0,2,11
4,48,40,True,0.079376220703125,3,6,0,1.0,0.9709695811320784,0.990228013029316,0,3,0,2,8
4,49,40,True,0.07239866256713867,0,0,0,1.0,1.0,0.990228013029316,0,0,0,0,9
4,50,40,True,0.06923413276672363,0,0,0,1.0,1.0,0.990228013029316,0,0,0,0,10
4,1,60,True,0.06341338157653809,1,2,0,1.0,0.990228013029316,0.990228013029316,0,1,0,1,12
4,2,60,True,0.0840907096862793,1,4,0,1.0,0.990228013029316,0.990228013029316,0,1,0,1,11
4,3,60,True,0.0593869686126709,0,0,0,1.0,1.0,0.990228013029316,0,0,0,0,10
4,4,60,True,0.05740857124328613,0,0,0,1.0,1.0,0.990228013029316,0,0,0,0,11
4,5,60,True,0.06538605690002441,0,0,0,1.0,1.0,0.990228013029316,0,0,0,0,13
4,6,60,True,0.060953378677368164,0,0,0,1.0,1.0,0.990228013029316,0,0,0,0,12
